poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
80833,1205,Marist,"","",Marist College,183,Marist College,A,Live Phone/Online/Text,Arizona,9/19/22,9/22/22,,"",,162503,1260,rv,,rv,,9/28/22 08:57,"",https://maristpoll.marist.edu/polls/the-2022-elections-in-arizona/,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,41.0
80815,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Ohio,9/18/22,9/22/22,,"",,162465,642,lv,,lv,,9/26/22 20:41,"",https://spectrumnews1.com/oh/columbus/news/2022/09/26/explained--methodology-behind-spectrum-news-siena-college-poll-of-ohio-voters,"",false,,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Ryan,19168,Tim Ryan,46.0
80815,438,Siena,979,Spectrum News,Siena College,305,Siena College,A,Live Phone,Ohio,9/18/22,9/22/22,,"",,162465,642,lv,,lv,,9/26/22 20:41,"",https://spectrumnews1.com/oh/columbus/news/2022/09/26/explained--methodology-behind-spectrum-news-siena-college-poll-of-ohio-voters,"",false,,8942,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Vance,19167,J.D. Vance,43.0
80826,759,Western New England University,"1897,1898",Connecticut Insider | WFSB,Western New England University,380,Western New England University,A/B,,Connecticut,9/15/22,9/21/22,,"",,162541,766,rv,,rv,,9/28/22 09:28,"",https://www1.wne.edu/news/2022/09/poll-us-senate.cfm,"",false,,8923,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Blumenthal,29278,Richard Blumenthal,51.0
80826,759,Western New England University,"1897,1898",Connecticut Insider | WFSB,Western New England University,380,Western New England University,A/B,,Connecticut,9/15/22,9/21/22,,"",,162541,766,rv,,rv,,9/28/22 09:28,"",https://www1.wne.edu/news/2022/09/poll-us-senate.cfm,"",false,,8923,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Levy,30165,Leora R. Levy,37.0
80826,759,Western New England University,"1897,1898",Connecticut Insider | WFSB,Western New England University,380,Western New England University,A/B,,Connecticut,9/15/22,9/21/22,,"",,162542,626,lv,,lv,,9/28/22 09:28,"",https://www1.wne.edu/news/2022/09/poll-us-senate.cfm,"",false,,8923,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Blumenthal,29278,Richard Blumenthal,53.0
80826,759,Western New England University,"1897,1898",Connecticut Insider | WFSB,Western New England University,380,Western New England University,A/B,,Connecticut,9/15/22,9/21/22,,"",,162542,626,lv,,lv,,9/28/22 09:28,"",https://www1.wne.edu/news/2022/09/poll-us-senate.cfm,"",false,,8923,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Levy,30165,Leora R. Levy,40.0
80761,120,Dan Jones,"400,430",Deseret News | Hinckley Institute of Politics,Dan Jones & Associates,70,Dan Jones & Associates,B,,Utah,9/3/22,9/21/22,,"",,161972,815,rv,,rv,,9/23/22 09:25,"",https://www.deseret.com/utah/2022/9/22/23351744/mike-lee-evan-mcmullin-poll-results-senate-election-utah,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Lee,28827,Mike Lee,36.0
80761,120,Dan Jones,"400,430",Deseret News | Hinckley Institute of Politics,Dan Jones & Associates,70,Dan Jones & Associates,B,,Utah,9/3/22,9/21/22,,"",,161972,815,rv,,rv,,9/23/22 09:25,"",https://www.deseret.com/utah/2022/9/22/23351744/mike-lee-evan-mcmullin-poll-results-senate-election-utah,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,IND,McMullin,28829,Evan McMullin,34.0
80761,120,Dan Jones,"400,430",Deseret News | Hinckley Institute of Politics,Dan Jones & Associates,70,Dan Jones & Associates,B,,Utah,9/3/22,9/21/22,,"",,161972,815,rv,,rv,,9/23/22 09:25,"",https://www.deseret.com/utah/2022/9/22/23351744/mike-lee-evan-mcmullin-poll-results-senate-election-utah,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Hansen,29983,James Arthur Hansen,2.0
80761,120,Dan Jones,"400,430",Deseret News | Hinckley Institute of Politics,Dan Jones & Associates,70,Dan Jones & Associates,B,,Utah,9/3/22,9/21/22,,"",,161972,815,rv,,rv,,9/23/22 09:25,"",https://www.deseret.com/utah/2022/9/22/23351744/mike-lee-evan-mcmullin-poll-results-senate-election-utah,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,IAP,Williams,29985,Tommy Williams,3.0
80761,120,Dan Jones,"400,430",Deseret News | Hinckley Institute of Politics,Dan Jones & Associates,70,Dan Jones & Associates,B,,Utah,9/3/22,9/21/22,,"",,161973,786,lv,,lv,,9/23/22 09:25,"",https://www.deseret.com/utah/2022/9/22/23351744/mike-lee-evan-mcmullin-poll-results-senate-election-utah,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Lee,28827,Mike Lee,37.0
80761,120,Dan Jones,"400,430",Deseret News | Hinckley Institute of Politics,Dan Jones & Associates,70,Dan Jones & Associates,B,,Utah,9/3/22,9/21/22,,"",,161973,786,lv,,lv,,9/23/22 09:25,"",https://www.deseret.com/utah/2022/9/22/23351744/mike-lee-evan-mcmullin-poll-results-senate-election-utah,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,IND,McMullin,28829,Evan McMullin,34.0
80761,120,Dan Jones,"400,430",Deseret News | Hinckley Institute of Politics,Dan Jones & Associates,70,Dan Jones & Associates,B,,Utah,9/3/22,9/21/22,,"",,161973,786,lv,,lv,,9/23/22 09:25,"",https://www.deseret.com/utah/2022/9/22/23351744/mike-lee-evan-mcmullin-poll-results-senate-election-utah,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Hansen,29983,James Arthur Hansen,2.0
80761,120,Dan Jones,"400,430",Deseret News | Hinckley Institute of Politics,Dan Jones & Associates,70,Dan Jones & Associates,B,,Utah,9/3/22,9/21/22,,"",,161973,786,lv,,lv,,9/23/22 09:25,"",https://www.deseret.com/utah/2022/9/22/23351744/mike-lee-evan-mcmullin-poll-results-senate-election-utah,"",false,,8948,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,IAP,Williams,29985,Tommy Williams,3.0
80759,235,InsiderAdvantage,1457,Center for American Greatness,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Nevada,9/20/22,9/20/22,,"",,161970,500,lv,,lv,,9/22/22 17:20,"",https://amgreatness.com/2022/09/22/poll-adam-laxalt-leads-democrat-catherine-cortez-masto-46-to-43-in-nevada-senate-race/,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Cortez Masto,28593,Catherine Cortez Masto,43.0
80759,235,InsiderAdvantage,1457,Center for American Greatness,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,,Nevada,9/20/22,9/20/22,,"",,161970,500,lv,,lv,,9/22/22 17:20,"",https://amgreatness.com/2022/09/22/poll-adam-laxalt-leads-democrat-catherine-cortez-masto-46-to-43-in-nevada-senate-race/,"",false,,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Laxalt,28594,Adam Paul Laxalt,45.9
80729,1447,Civiqs,"","",Civiqs,471,Civiqs,B-,Online,North Carolina,9/17/22,9/20/22,,"",,161837,586,lv,,lv,,9/21/22 13:33,"",https://civiqs.com/documents/Civiqs_NC_banner_book_2022_09_6n77vb.pdf?link_id=0&can_id=5f27a3767bd4756f5c4ec89f31b71bbe&source=email-votes-up-for-grabs-in-ohio-gubernatorial-race&email_referrer=email_1673241&email_subject=north-carolina-senate-race-within-1,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Beasley,28722,Cheri Beasley,49.0
80729,1447,Civiqs,"","",Civiqs,471,Civiqs,B-,Online,North Carolina,9/17/22,9/20/22,,"",,161837,586,lv,,lv,,9/21/22 13:33,"",https://civiqs.com/documents/Civiqs_NC_banner_book_2022_09_6n77vb.pdf?link_id=0&can_id=5f27a3767bd4756f5c4ec89f31b71bbe&source=email-votes-up-for-grabs-in-ohio-gubernatorial-race&email_referrer=email_1673241&email_subject=north-carolina-senate-race-within-1,"",false,,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Budd,28723,Ted Budd,48.0
80732,1447,Civiqs,"","",Civiqs,471,Civiqs,B-,Online,Florida,9/17/22,9/20/22,,"",,161840,617,lv,,lv,,9/21/22 14:38,"",https://civiqs.com/documents/Civiqs_FL_banner_book_2022_09_v8m24e.pdf?link_id=0&can_id=5f27a3767bd4756f5c4ec89f31b71bbe&source=email-north-carolina-senate-race-within-1&email_referrer=email_1673293&email_subject=florida-senate-race-heats-up-with-demings-in-striking-distance-of-rubio,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Demings,25620,Val Demings,47.0
80732,1447,Civiqs,"","",Civiqs,471,Civiqs,B-,Online,Florida,9/17/22,9/20/22,,"",,161840,617,lv,,lv,,9/21/22 14:38,"",https://civiqs.com/documents/Civiqs_FL_banner_book_2022_09_v8m24e.pdf?link_id=0&can_id=5f27a3767bd4756f5c4ec89f31b71bbe&source=email-north-carolina-senate-race-within-1&email_referrer=email_1673293&email_subject=florida-senate-race-heats-up-with-demings-in-striking-distance-of-rubio,"",false,,8924,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Rubio,25621,Marco Rubio,49.0
80753,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Nevada,9/17/22,9/20/22,,"",,161951,1086,lv,,lv,,9/22/22 14:38,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-NV-General-0922-Poll-Report.pdf,"",false,REP,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Cortez Masto,28593,Catherine Cortez Masto,43.1
80753,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Nevada,9/17/22,9/20/22,,"",,161951,1086,lv,,lv,,9/22/22 14:38,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-NV-General-0922-Poll-Report.pdf,"",false,REP,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Laxalt,28594,Adam Paul Laxalt,47.1
80753,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Nevada,9/17/22,9/20/22,,"",,161951,1086,lv,,lv,,9/22/22 14:38,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/TRF-NV-General-0922-Poll-Report.pdf,"",false,REP,8937,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Scott,29736,Neil Scott,2.4
80756,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Georgia,9/16/22,9/20/22,,"",,161957,1006,lv,,lv,,9/22/22 15:22,"",https://www.filesforprogress.org/datasets/2022/9/dfp_ga_midterm_toplines.pdf,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Warnock,19086,Raphael Warnock,46.0
80756,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Georgia,9/16/22,9/20/22,,"",,161957,1006,lv,,lv,,9/22/22 15:22,"",https://www.filesforprogress.org/datasets/2022/9/dfp_ga_midterm_toplines.pdf,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Walker,19088,Herschel Junior Walker,46.0
80756,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Georgia,9/16/22,9/20/22,,"",,161957,1006,lv,,lv,,9/22/22 15:22,"",https://www.filesforprogress.org/datasets/2022/9/dfp_ga_midterm_toplines.pdf,"",false,,8925,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Oliver,29535,Chase Oliver,4.0
80829,178,Global Strategy Group,"","",Global Strategy Group,118,Global Strategy Group,B/C,,North Carolina,9/12/22,9/20/22,28722,Cheri Beasley,DEM,162490,800,lv,,lv,,9/27/22 13:37,"",https://cheribeasley.com/news/breaking-in-ncsen-new-internal-poll-shows-north-carolina-senate-race-tied/,"",true,DEM,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Beasley,28722,Cheri Beasley,46.0
80829,178,Global Strategy Group,"","",Global Strategy Group,118,Global Strategy Group,B/C,,North Carolina,9/12/22,9/20/22,28722,Cheri Beasley,DEM,162490,800,lv,,lv,,9/27/22 13:37,"",https://cheribeasley.com/news/breaking-in-ncsen-new-internal-poll-shows-north-carolina-senate-race-tied/,"",true,DEM,8940,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Budd,28723,Ted Budd,46.0
80745,1102,Emerson College Polling Society,"960,1889",The Hill | KDVR,Emerson College,88,Emerson College,A-,IVR/Online/Text,Colorado,9/18/22,9/19/22,,"",,161870,1000,lv,,lv,,9/22/22 09:30,"",https://emersoncollegepolling.com/colorado-2022-democratic-senator-bennet-and-governor-polis-hold-double-digit-leads-in-re-election-campaigns/,"",false,,8922,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Bennet,28366,Michael Bennet,45.5
80745,1102,Emerson College Polling Society,"960,1889",The Hill | KDVR,Emerson College,88,Emerson College,A-,IVR/Online/Text,Colorado,9/18/22,9/19/22,,"",,161870,1000,lv,,lv,,9/22/22 09:30,"",https://emersoncollegepolling.com/colorado-2022-democratic-senator-bennet-and-governor-polis-hold-double-digit-leads-in-re-election-campaigns/,"",false,,8922,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,O'Dea,30404,Joe O'Dea,35.9
80804,1708,Phillips Academy,1781,Abbot Academy Fund,Phillips Academy,699,Phillips Academy,,IVR/Text,Pennsylvania,9/16/22,9/19/22,,"",,162439,759,rv,,rv,,9/26/22 09:26,"",https://andoverpoll.com/2022/09/26/fetterman-and-shapiro-hang-on-to-lead/,"",false,,8945,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Fetterman,20700,John Fetterman,46.5
80804,1708,Phillips Academy,1781,Abbot Academy Fund,Phillips Academy,699,Phillips Academy,,IVR/Text,Pennsylvania,9/16/22,9/19/22,,"",,162439,759,rv,,rv,,9/26/22 09:26,"",https://andoverpoll.com/2022/09/26/fetterman-and-shapiro-hang-on-to-lead/,"",false,,8945,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Oz,28740,Mehmet Oz,44.5
80722,23,American Research Group,"","",American Research Group,9,American Research Group,C+,Live Phone,New Hampshire,9/15/22,9/19/22,,"",,161818,555,rv,,rv,,9/21/22 09:49,"",https://americanresearchgroup.com/nhpoll/senate22/,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Hassan,18225,Maggie Hassan,53.0
80722,23,American Research Group,"","",American Research Group,9,American Research Group,C+,Live Phone,New Hampshire,9/15/22,9/19/22,,"",,161818,555,rv,,rv,,9/21/22 09:49,"",https://americanresearchgroup.com/nhpoll/senate22/,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Bolduc,18228,Donald C. Bolduc,40.0
80723,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,9/15/22,9/19/22,,"",,161944,870,lv,,lv,,9/22/22 10:52,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1707&context=survey_center_polls,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Hassan,18225,Maggie Hassan,49.0
80723,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,9/15/22,9/19/22,,"",,161944,870,lv,,lv,,9/22/22 10:52,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1707&context=survey_center_polls,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Bolduc,18228,Donald C. Bolduc,41.0
80723,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire,B-,Online,New Hampshire,9/15/22,9/19/22,,"",,161944,870,lv,,lv,,9/22/22 10:52,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1707&context=survey_center_polls,"",false,,8938,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Kauffman,29746,Jeremy Kauffman,5.0
80731,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,Connecticut,9/15/22,9/19/22,,"",,161839,1911,lv,,lv,,9/21/22 14:38,"",https://poll.qu.edu/poll-release?releaseid=3856,"",false,,8923,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Blumenthal,29278,Richard Blumenthal,57.0
80731,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,Connecticut,9/15/22,9/19/22,,"",,161839,1911,lv,,lv,,9/21/22 14:38,"",https://poll.qu.edu/poll-release?releaseid=3856,"",false,,8923,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Levy,30165,Leora R. Levy,40.0
80755,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Arizona,9/15/22,9/19/22,,"",,161956,768,lv,,lv,,9/22/22 15:22,"",https://www.filesforprogress.org/datasets/2022/9/dfp_az_midterm_toplines.pdf,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Kelly,20633,Mark Kelly,48.0
80755,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Arizona,9/15/22,9/19/22,,"",,161956,768,lv,,lv,,9/22/22 15:22,"",https://www.filesforprogress.org/datasets/2022/9/dfp_az_midterm_toplines.pdf,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Masters,28668,Blake Masters,47.0
80755,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online/Text,Arizona,9/15/22,9/19/22,,"",,161956,768,lv,,lv,,9/22/22 15:22,"",https://www.filesforprogress.org/datasets/2022/9/dfp_az_midterm_toplines.pdf,"",false,,8919,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,LIB,Victor,30075,Marc Victor,2.0
80772,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Wisconsin,9/15/22,9/19/22,,"",,162035,1087,lv,,lv,,9/23/22 16:06,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/WI-Gen-Poll-Report-0923.pdf,"",false,REP,8951,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,DEM,Barnes,28662,Mandela Barnes,46.5
80772,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,Wisconsin,9/15/22,9/19/22,,"",,162035,1087,lv,,lv,,9/23/22 16:06,"",https://www.thetrafalgargroup.org/wp-content/uploads/2022/09/WI-Gen-Poll-Report-0923.pdf,"",false,REP,8951,2022,U.S. Senate,2,Class III,11/8/22,general,false,false,REP,Johnson,19211,Ron Johnson,48.7
